req_id,system,class,text,V1_raw,V2_raw,V3_raw,V4_raw,V1,V2,V3,V4,V_final,w_V1,w_V2,w_V3,w_V4
ecommerce_f_005,ecommerce,f,The product will notify employees of meeting invitations.,0.0,0.0,0.0,0.04168348386883736,0.5,0.0,0.0,0.20445740222930908,0.09409814792373196,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_006,ecommerce,f,The product shall have the ability to send meeting reminders to employees.,0.0,0.0,0.9999999999989999,0.03930530697107315,0.5,0.0,1.0,0.16756775975227356,0.2063244607915948,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_007,ecommerce,f,The product shall assign the organizers contact information to each meeting they create.,0.0,0.0,0.9999999999989999,0.05442911386489868,0.5,0.0,1.0,0.40216413140296936,0.2463022638033982,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_008,ecommerce,f,The product will record meeting acknowledgements.,0.0,0.0,0.0,0.04140949249267578,0.5,0.0,0.0,0.20020732283592224,0.09337388763113745,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_009,ecommerce,f,The product shall store new conference rooms.,0.0,0.0,0.9999999999989999,0.04450192674994469,0.5,0.0,1.0,0.24817630648612976,0.22006104409729102,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_010,ecommerce,f,The product shall update existing conference rooms.,0.0,0.0,0.9999999999989999,0.04453539848327637,0.5,0.0,1.0,0.2486955225467682,0.2201495242269994,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_011,ecommerce,f,The product will be able to delete conference rooms.,0.0,0.0,0.0,0.05272169038653374,0.5,0.0,0.0,0.37567904591560364,0.12327619997323208,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_012,ecommerce,f,The product shall be able to store new room equipment.,0.0,0.0,0.9999999999989999,0.042174339294433594,0.5,0.0,1.0,0.21207141876220703,0.21390837396418505,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_013,ecommerce,f,The product will update existing room equipment.,0.0,0.0,0.0,0.0491761676967144,0.5,0.0,0.0,0.3206818699836731,0.11390407605613273,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_014,ecommerce,f,The product shall be able to delete room equipment.,0.0,0.0,0.9999999999989999,0.0466429702937603,0.5,0.0,1.0,0.281387597322464,0.22572061348227535,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_015,ecommerce,f,The product shall allow an organizer to invite other employees to meetings.,0.0,0.0,0.9999999999989999,0.04463977739214897,0.5,0.0,1.0,0.2503146231174469,0.22042543677933532,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_016,ecommerce,f,The product shall record the transportation status of equipment reserved.,0.0,0.0,0.9999999999989999,0.047033119946718216,0.5,0.0,1.0,0.2874394953250885,0.22675192349143733,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_017,ecommerce,f,The product shall display a map of the company building showing conference room locations.,0.0,0.0,0.9999999999989999,0.049852848052978516,0.5,0.0,1.0,0.33117833733558655,0.23420550343198154,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_018,ecommerce,f,The product shall record updated meeting agendas.,0.0,0.0,0.9999999999989999,0.03791971132159233,0.5,0.0,1.0,0.1460747867822647,0.2026618217086153,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_019,ecommerce,f,The product shall send a meeting confirmation to the meeting organizer.,0.0,0.0,0.9999999999989999,0.04182849079370499,0.5,0.0,1.0,0.206706702709198,0.21299416732035517,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_020,ecommerce,f,The product shall display room equipment according to search parameters.,0.0,0.0,0.9999999999989999,0.04716772958636284,0.5,0.0,1.0,0.2895275056362152,0.22710774342299675,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_021,ecommerce,f,The product shall display conference rooms according to search parameters.,0.0,0.0,0.9999999999989999,0.04167661815881729,0.5,0.0,1.0,0.20435090363025665,0.21259271323625903,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_022,ecommerce,f,The product shall record different meeting types.,0.0,0.0,0.9999999999989999,0.036779116839170456,0.5,0.0,1.0,0.12838219106197357,0.1996468087248406,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_023,ecommerce,f,The product shall record all the equipment that has been reserved.,0.0,0.0,0.9999999999989999,0.04837946966290474,0.5,0.0,1.0,0.3083237111568451,0.2303108236598555,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_024,ecommerce,f,The product shall notify building personnel of equipment transport requests.,0.0,0.0,0.9999999999989999,0.06153440475463867,0.5,0.0,1.0,0.5123794078826904,0.2650841596229906,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_025,ecommerce,f,The product will allow priviledged users to view meeting schedules in multiple reporting views.,0.0,0.0,0.9999999999989999,0.06608349084854126,0.5,0.0,1.0,0.5829436182975769,0.2771090775013034,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_026,ecommerce,f,The product shall be able to send meeting notifications via different kinds of end-user specified methods.,0.0,0.0,0.9999999999989999,0.044802475720644,0.5,0.0,1.0,0.2528383433818817,0.2208555064810897,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_027,ecommerce,f,The product shall have a customizable Look and Feel.,0.0,0.0,0.9999999999989999,0.06914746761322021,0.5,0.0,1.0,0.6304711699485779,0.28520829525206265,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_028,ecommerce,f,The product shall have an intuitive user interface.,0.0,0.0,0.9999999999989999,0.06811320781707764,0.5,0.0,1.0,0.6144280433654785,0.2824743699585055,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_029,ecommerce,f,The product will display an available status for unreserved conference rooms.,0.0,0.0,0.0,0.062134742736816406,0.5,0.0,0.0,0.5216916799545288,0.1481583594020835,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_030,ecommerce,f,The System shall allow generation of Inventory Quantity Adjustment documents on demand.,0.0,0.0,0.9999999999989999,0.04082517698407173,0.5,0.0,1.0,0.19114357233047485,0.2103420386614601,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_031,ecommerce,f,The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.,0.0,0.0,0.9999999999989999,0.041319895535707474,0.5,0.0,1.0,0.19881752133369446,0.2116497640086796,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_032,ecommerce,f,The System shall allow entering  storing and modifying product formulas.,0.0,0.0,0.9999999999989999,0.05499142408370972,0.5,0.0,1.0,0.4108865261077881,0.2477886558343016,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_033,ecommerce,f,Product formulas shall allow use of semi-products  which have own formulas.,0.0,0.0,0.9999999999989999,0.06387418508529663,0.5,0.0,1.0,0.5486734509468079,0.27126906390735694,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_034,ecommerce,f,Product formula ingredients shall allow defining substitutionary ingredients.,0.0,0.0,0.9999999999989999,0.047441959381103516,0.5,0.0,1.0,0.2937812805175781,0.22783263346740412,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_035,ecommerce,f,Product formula substitutionary ingredients shall be entered automatically by the PFE subsystem.,0.0,0.0,0.9999999999989999,0.05040712282061577,0.5,0.0,1.0,0.33977609872817993,0.23567065657513148,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_036,ecommerce,f,Formula substitutionary ingredients shall be kept in persisted order,0.0,0.0,0.9999999999989999,0.077933669090271,0.5,0.0,1.0,0.7667603492736816,0.3084334710097338,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_037,ecommerce,f,Product shall allow entering  storing and modifying product menus used by POS terminals.,0.0,0.0,0.9999999999989999,0.06043368577957153,0.5,0.0,1.0,0.4953053891658783,0.26217455896686065,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_038,ecommerce,f,PME Subsystem shall allow building product menus based on the list of products kept in the accounting system.,0.0,0.0,0.9999999999989999,0.047869015485048294,0.5,0.0,1.0,0.30040568113327026,0.2289615042211246,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_039,ecommerce,f,PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.,0.0,0.0,0.9999999999989999,0.04976616054773331,0.5,0.0,1.0,0.32983365654945374,0.23397635503039493,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_040,ecommerce,f,PME Subsystem shall allow for a product to exist in more than one submenu,0.0,0.0,0.9999999999989999,0.055691909044981,0.5,0.0,1.0,0.42175227403640747,0.2496402988380265,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_041,ecommerce,f,The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.,0.0,0.0,0.9999999999989999,0.04145622253417969,0.5,0.0,1.0,0.20093217492103577,0.21201012424766405,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_042,ecommerce,f,The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.,0.0,0.03749999999999766,0.9999999999989999,0.04247255250811577,0.5,0.43750000000003525,1.0,0.21669721603393555,0.47394322225461333,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_043,ecommerce,f,shall be able to stream purchased movie via Windows Media Player  for up to 2 days aftere purchase date.,0.0,0.0,0.49999999999949996,0.07059373706579208,0.5,0.0,0.5,0.652905285358429,0.2297749584394473,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_044,ecommerce,f,Website shall allow customers to add their own movie review for a selected movie.,0.0,0.0,0.9999999999989999,0.08573049306869507,0.5,0.0,1.0,0.8877025246620178,0.3290433484322755,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_045,ecommerce,f,Website shall allow the Izogn administrator to approve a review posted by a customer.,0.0,0.0,0.9999999999989999,0.08096873760223389,0.5,0.0,1.0,0.8138394951820374,0.31645627548810223,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_046,ecommerce,f,Only registered customers can purchase streaming movies.,0.0,0.08571428571427346,0.0,0.09297001361846924,0.5,1.0,0.0,1.0,0.8222309292303878,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_047,ecommerce,f,Movies can only be streamed if the customer has purchased a movie  and is within the 2-day time period to stream the movie.,0.0,0.052173913043475996,0.0,0.07019200176000595,0.5,0.6086956521739736,0.0,0.6466736793518066,0.5301475355120838,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_048,ecommerce,f,The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.,0.0,0.0,0.0,0.08720862865447998,0.5,0.0,0.0,0.9106309413909912,0.2144378890804662,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_049,ecommerce,f,The product shall maintain a list of players.,0.0,0.0,0.9999999999989999,0.041403722018003464,0.5,0.0,1.0,0.2001178115606308,0.21187134777054628,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_050,ecommerce,f,The product shall allow a user to identify himself or herself as a player.,0.0,0.0,0.9999999999989999,0.0405331626534462,0.5,0.0,1.0,0.18661393225193024,0.20957013815208628,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_051,ecommerce,f,Once a game has been initiated  the product shall make the players assigned to the game unavailable for selection from the list of players.,0.0,0.0,0.9999999999989999,0.04094724729657173,0.5,0.0,1.0,0.19303709268569946,0.21066471536454537,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_052,ecommerce,f,The product shall allow a user to remove himself or herself from the list of players at any time.,0.0,0.0,0.9999999999989999,0.03906841203570366,0.5,0.0,1.0,0.16389311850070953,0.2056982614899585,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_053,ecommerce,f,The product shall make inactive players unavailable for selection from the list of players.,0.0,0.0,0.9999999999989999,0.042466260492801666,0.5,0.0,1.0,0.21659961342811584,0.21468002815934176,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_054,ecommerce,f,The product shall remove players who have been inactive for 24 hours from the list of players.,0.0,0.0,0.49999999999949996,0.04583411291241646,0.5,0.0,0.5,0.26884081959724426,0.1643261475818962,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_055,ecommerce,f,The product shall allow a player to initiate a game by selecting another available player from the list of players.,0.0,0.0,0.9999999999989999,0.05339944362640381,0.5,0.0,1.0,0.3861921727657318,0.24358046631088248,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_056,ecommerce,f,Once a game is initiated  the product shall display a defensive grid to each player,0.0,0.0,0.9999999999989999,0.039661504328250885,0.5,0.0,1.0,0.1730930060148239,0.2072660235494572,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_057,ecommerce,f,Once a game is initiated  the product shall display an offensive grid to each player.,0.0,0.0,0.9999999999989999,0.03528013452887535,0.5,0.0,1.0,0.1051303893327713,0.19568444586876188,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_058,ecommerce,f,The product shall prevent a player from viewing the offensive or defensive grids of the other player.,0.0,0.0,0.9999999999989999,0.046555567532777786,0.5,0.0,1.0,0.28003183007240295,0.22548957582525012,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_059,ecommerce,f,Once a game is initiated  the product shall allow each player to position their 5 ships on their respective defensive grids.,0.0,0.0,0.9999999999989999,0.03840446472167969,0.5,0.0,1.0,0.15359415113925934,0.2039432041312109,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_060,ecommerce,f,The product shall allow a player to position ships horizontally on their grid.,0.0,0.0,0.9999999999989999,0.03681907802820206,0.5,0.0,1.0,0.12900206446647644,0.19975244197348424,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_061,ecommerce,f,The product shall allow the player to position ships vertically on their grid.,0.0,0.0,0.9999999999989999,0.03873338922858238,0.5,0.0,1.0,0.15869633853435516,0.20481267300310868,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_062,ecommerce,f,The product shall allow the player to position ships diagonally on their grid,0.0,0.0,0.9999999999989999,0.04310417175292969,0.5,0.0,1.0,0.2264947146177292,0.2163662622786368,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_063,ecommerce,f,The product shall prevent the player from overlapping ships on their grid.,0.0,0.0,0.9999999999989999,0.04127960279583931,0.5,0.0,1.0,0.1981925070285797,0.21154325469400595,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_064,ecommerce,f,When both players have positioned their 5 ships on their defensive grids  the product shall define the status of each player for the first turn.,0.0,0.023999999999999043,0.9999999999989999,0.042111825197935104,0.5,0.28000000000002884,1.0,0.2111017107963562,0.37966092444091276,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_065,ecommerce,f,For each turn  the product shall identify one player as offensive status and one player as defensive status.,0.0,0.0,0.9999999999989999,0.03517141565680504,0.5,0.0,1.0,0.10344397276639938,0.19539706193007658,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_066,ecommerce,f,The product shall maintain the status of each player for a turn  either offensive or defensive.,0.0,0.0,0.9999999999989999,0.03406329080462456,0.5,0.0,1.0,0.0862550437450409,0.19246787929368475,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_067,ecommerce,f,At the start of each turn  the product shall notify each player of his or her status.,0.0,0.0,0.9999999999989999,0.0387728214263916,0.5,0.0,1.0,0.15930800139904022,0.20491690708542615,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_068,ecommerce,f,For each turn  the product shall allow the offensive player to define a shot.,0.0,0.0,0.9999999999989999,0.03503990173339844,0.5,0.0,1.0,0.10140396654605865,0.19504942242377993,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_069,ecommerce,f,For each shot  the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.,0.0,0.0,0.9999999999989999,0.03537264093756676,0.5,0.0,1.0,0.10656532645225525,0.19592897494264913,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_070,ecommerce,f,For each shot  the product shall notify the players whether the shot was a hit or miss.,0.0,0.0,0.9999999999989999,0.03517046198248863,0.5,0.0,1.0,0.10342918336391449,0.1953945416531642,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_071,ecommerce,f,For each shot  the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,0.0,0.0,0.9999999999989999,0.029319286346435547,0.5,0.0,1.0,0.012667344883084297,0.17992772571630744,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_072,ecommerce,f,For each shot  the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.,0.0,0.0,0.9999999999989999,0.028502656146883965,0.5,0.0,1.0,0.0,0.17776907076842724,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_073,ecommerce,f,When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.,0.0,0.031578947368419395,0.9999999999989999,0.039922621101140976,0.5,0.3684210526316123,1.0,0.1771433800458908,0.4262691457770969,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_074,ecommerce,f,When the hit results in sinking a ship  the product shall mark the ship as sunk on the defensive grid of the defensive player.,0.0,0.02499999999999896,0.9999999999989999,0.03197813034057617,0.5,0.2916666666666962,1.0,0.05391060560941696,0.359787072171828,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_075,ecommerce,f,When the hit results in sinking a ship  the product shall indicate the type of ship sunk on the defensive grid of the defensive player.,0.0,0.023999999999999043,0.9999999999989999,0.034662630409002304,0.5,0.28000000000002884,1.0,0.09555183351039886,0.35996995394690107,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_076,ecommerce,f,When the hit results in sinking a ship  the product shall mark the ship as sunk on the offensive grid of the offensive player.,0.0,0.02499999999999896,0.9999999999989999,0.033188819885253906,0.5,0.2916666666666962,1.0,0.07269049435853958,0.36298737185128715,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_077,ecommerce,f,If the shot was marked as a hit  the product shall allow the offensive player to define a shot.,0.0,0.031578947368419395,0.9999999999989999,0.03456168249249458,0.5,0.3684210526316123,1.0,0.09398595988750458,0.4120982063944039,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_078,ecommerce,f,If the shot was marked as a miss  the product shall change the status of the offensive player to defensive,0.0,0.0299999999999985,0.9999999999989999,0.039488792419433594,0.5,0.35000000000003256,1.0,0.17041394114494324,0.4142067306475169,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_079,ecommerce,f,If the shot was marked as a miss  the product shall change the status of the defensive player to offensive,0.0,0.0299999999999985,0.9999999999989999,0.0394139289855957,0.5,0.35000000000003256,1.0,0.1692526787519455,0.4140088387582877,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_080,ecommerce,f,The product shall continue to assign turns until the game is ended.,0.0,0.0,0.9999999999989999,0.043953895568847656,0.5,0.0,1.0,0.2396754026412964,0.2186123965460107,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_081,ecommerce,f,The product shall end a game when a hit by the offensive player results in sinking the last of the defensive players ships  which had not been previously marked as sunk.,0.0,0.019354838709676792,0.9999999999989999,0.039125632494688034,0.5,0.2258064516129282,1.0,0.16478070616722107,0.33965419311701667,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_082,ecommerce,f,The product shall allow a player to end a game at any time during the game.,0.0,0.0,0.9999999999989999,0.03950023651123047,0.5,0.0,1.0,0.17059145867824554,0.20683973235858008,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_083,ecommerce,f,When a game is ended  the product shall notify the players that the game is ended.,0.0,0.03749999999999766,0.9999999999989999,0.039225149899721146,0.5,0.43750000000003525,1.0,0.16632439196109772,0.46535913877641444,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_084,ecommerce,f,When a game is ended  the product shall allow each player to identify himself or herself as an available player in the list of players.,0.0,0.023999999999999043,0.9999999999989999,0.03499317169189453,0.5,0.28000000000002884,1.0,0.10067909955978394,0.36084369649743214,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_f_085,ecommerce,f,When a game is ended  the product shall allow each player to remove himself or herself from the list of players.,0.0,0.02857142857142721,0.9999999999989999,0.035433389246463776,0.5,0.3333333333333651,1.0,0.10750763863325119,0.3936107450493425,0.11851271384561816,0.5925635692280908,0.11851271384561816,0.17041100307948787
ecommerce_ft_001,ecommerce,ft,The product shall operate in offline mode whenever internet connection is unavailable.,0.0,0.04999999999999583,0.9999999999989999,0.06731462478637695,0.5,0.5,0.5,0.5,0.49999999999949996,0.24999999999974998,0.24999999999974998,0.24999999999974998,0.24999999999974998
ecommerce_ft_002,ecommerce,ft,The product shall allow the user to view previously downloaded search results  CMA reports  and appointments.,0.0,0.0,0.9999999999989999,0.08139002323150635,0.5,0.5,0.5,0.5,0.49999999999949996,0.24999999999974998,0.24999999999974998,0.24999999999974998,0.24999999999974998
ecommerce_ft_003,ecommerce,ft,The product shall retain user preferences in the event of a failure.,0.0,0.0,0.9999999999989999,0.05903744697570801,0.5,0.5,0.5,0.5,0.49999999999949996,0.24999999999974998,0.24999999999974998,0.24999999999974998,0.24999999999974998
ecommerce_ft_004,ecommerce,ft,The product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution.,0.0,0.0,0.9999999999989999,0.06905102729797363,0.5,0.5,0.5,0.5,0.49999999999949996,0.24999999999974998,0.24999999999974998,0.24999999999974998,0.24999999999974998
ecommerce_ft_005,ecommerce,ft,The product and/or dependent databases/filesystems shall remain operational as a result of the input of malicious data.  The product and/or dependent databases/filesystems shall not crash 100% of the time that malicious data is input into the product.,0.0,0.03243243243243155,0.9999999999995,0.06585204601287842,0.5,0.5,0.5,0.5,0.49999999999949996,0.24999999999974998,0.24999999999974998,0.24999999999974998,0.24999999999974998
ecommerce_ft_006,ecommerce,ft,The product shall be robust.The product shall have fault avoidance based on standards adoption.,0.0,0.0,0.9999999999995,0.06701195240020752,0.5,0.5,0.5,0.5,0.49999999999949996,0.24999999999974998,0.24999999999974998,0.24999999999974998,0.24999999999974998
ecommerce_l_001,ecommerce,l,The product must comply with Sarbanes-Oxley.,0.0,0.0,0.0,0.04882687330245972,0.5,0.5,0.0,0.5,0.18749999999976566,0.12499999999984378,0.12499999999984378,0.6249999999992188,0.12499999999984378
ecommerce_l_002,ecommerce,l,The product shall comply with the estimatics laws relating to recycled parts usage.,0.0,0.0,0.9999999999989999,0.04957735538482666,0.5,0.5,1.0,0.5,0.8124999999989845,0.12499999999984378,0.12499999999984378,0.6249999999992188,0.12499999999984378
ecommerce_l_003,ecommerce,l,The product shall comply with insurance regulations regarding claims processing.,0.0,0.0,0.9999999999989999,0.04399311542510986,0.5,0.5,1.0,0.5,0.8124999999989845,0.12499999999984378,0.12499999999984378,0.6249999999992188,0.12499999999984378
