req_id,system,class,C,S,V,R,x_C,x_S,x_R,text,F,rra,K,text_len,final_rank
ecommerce_f_076,ecommerce,f,0.75,0.4200223616879265,0.3629873718512871,0.637012628148713,0.999999998,0.4000780945866384,0.6280954743513598,When the hit results in sinking a ship  the product shall mark the ship as sunk on the offensive grid of the offensive player.,2,0.4386792452830188,0.5380679751163189,126,35
ecommerce_f_073,ecommerce,f,0.695169113600531,0.4600082449710815,0.4262691457770969,0.5737308542229032,0.8903382254203857,0.4500245812999267,0.5531404042486702,When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.,2,0.4449685534591195,0.5405961591447938,100,36
ecommerce_f_081,ecommerce,f,0.6802559540450968,0.4200285897596028,0.3396541931170166,0.6603458068829834,0.8605119063691697,0.4000858740896451,0.6557328166577914,The product shall end a game when a hit by the offensive player results in sinking the last of the defensive players ships  which had not been previously marked as sunk.,2,0.4449685534591195,0.5194313698975903,169,37
ecommerce_f_075,ecommerce,f,0.75,0.4199989322065062,0.359969953946901,0.640030046053099,0.999999998,0.4000488287511391,0.6316695013819156,When the hit results in sinking a ship  the product shall indicate the type of ship sunk on the defensive grid of the defensive player.,2,0.4465408805031446,0.5386441357310787,135,38
ecommerce_o_014,ecommerce,o,0.5,0.4199736455670608,0.1273280184148772,0.8726719815851228,0.499999999,0.4000172431339817,0.9072258188623928,The product must make use of web/application server technology.  Open source examples include Apache web server  Tomcat  and the JBoss application server.,2,0.45518867924528306,0.5012157983997199,154,39
ecommerce_se_005,ecommerce,se,0.5,0.4199642242467698,0.1145466498007947,0.8854533501992053,0.499999999,0.4000054749345548,0.9223649074347208,The product shall ensure that the databases data corresponds to the data entered by the user.  Each conference room reservation in the system will contain the same information as was entered by the user.,2,0.45676100628930816,0.5037311343621567,203,40
ecommerce_o_015,ecommerce,o,0.5,0.3799685437115908,0.0774647279870421,0.922535272012958,0.499999999,0.3500467504443846,0.9662871598726958,A database management system such as Oracle  DB2  MySql or HSQL will need to be integrated with the product.,2,0.4630503144654088,0.47774569344170575,108,41
ecommerce_a_007,ecommerce,a,0.5,0.9002435048127019,0.5624999999995969,0.4375000000004031,0.499999999,0.999923764486498,0.3917796743745653,The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.,2,0.4834905660377358,0.5111737434974599,215,42
ecommerce_o_011,ecommerce,o,0.5,0.2599514125670008,0.0621435132706757,0.9378564867293244,0.499999999,0.2001329920404146,0.98443460821177,The product must work with most database management systems (DBMS) on the market  whether the DBMS is colocated with the product on the same machine or is located on a different machine on the computer network.,2,0.5227987421383647,0.3808277625622381,210,43
ecommerce_f_011,ecommerce,f,0.4907951532102358,0.4199684709463658,0.123276199973232,0.876723800026768,0.481590305457291,0.4000107794997546,0.912025057513524,The product will be able to delete conference rooms.,2,0.559748427672956,0.49894308016163896,52,44
ecommerce_f_082,ecommerce,f,0.6160785081705178,0.6600127116769279,0.20683973235858,0.79316026764142,0.7321570148767216,0.6998507604087468,0.8130469467653118,The product shall allow a player to end a game at any time during the game.,3,0.23742138364779874,0.7241011672128368,75,45
ecommerce_f_051,ecommerce,f,0.6082251657320231,0.7400345788771219,0.2106647153645453,0.7893352846354547,0.7164503300311457,0.799806314687343,0.8085163868336345,Once a game has been initiated  the product shall make the players assigned to the game unavailable for selection from the list of players.,3,0.2421383647798742,0.7456873369409267,139,46
ecommerce_f_006,ecommerce,f,0.6573333756421663,0.6199274071481654,0.2063244607915948,0.7936755392084052,0.8146667496549992,0.6497800863194394,0.8136572680952823,The product shall have the ability to send meeting reminders to employees.,3,0.2468553459119497,0.7045740605046732,74,47
ecommerce_f_056,ecommerce,f,0.6283925847886851,0.620017903403372,0.2072660235494572,0.7927339764505428,0.7567851680637999,0.649893125463186,0.8125420196099222,Once a game is initiated  the product shall display a defensive grid to each player,3,0.25,0.6948166149210777,83,48
ecommerce_f_015,ecommerce,f,0.5739850527148658,0.8199174110747036,0.2204254367793353,0.7795745632206648,0.6479701041337914,0.8995881999272566,0.7969551502798659,The product shall allow an organizer to invite other employees to meetings.,3,0.26572327044025157,0.714737294457048,75,49
ecommerce_pe_007,ecommerce,pe,0.5,0.9000951527032857,0.1874999999997656,0.8125000000002344,0.499999999,0.9997384574217676,0.835954190111898,Izogn Administrator must be able to update the category listings on the website within 2 minutes.,3,0.27044025157232704,0.6392821072556109,97,50
ecommerce_se_007,ecommerce,se,0.5,0.9000463468430284,0.1800910658721761,0.8199089341278238,0.499999999,0.9996774938753678,0.8447298160539068,The product shall have the ability to receive automatic software updates as new threats emerge.  100% of customers will be able to receive automatic software updates transmitted to the installed product.,3,0.28380503144654085,0.6407345509882123,203,51
ecommerce_f_055,ecommerce,f,0.5421877115246069,0.8199654575712823,0.2435804663108824,0.7564195336891176,0.584375421880463,0.8996482149502083,0.7695288195356972,The product shall allow a player to initiate a game by selecting another available player from the list of players.,3,0.2940251572327044,0.6677797870012929,115,52
ecommerce_f_067,ecommerce,f,0.5971371690546434,0.4599929369046008,0.2049169070854261,0.7950830929145739,0.6942743367207382,0.4500054599481818,0.8153244667241144,At the start of each turn  the product shall notify each player of his or her status.,3,0.330188679245283,0.5516034405395966,85,53
ecommerce_us_006,ecommerce,us,0.5,0.9002361098657695,0.2499999999996875,0.7500000000003125,0.499999999,0.9999145274361096,0.7619251041557351,The product shall increase productivity of Collision Estimators. 80% of the Collision Estimators shall agree their productivity has increase within 1 month of using the product.,3,0.37421383647798745,0.6269732712653073,177,54
ecommerce_f_022,ecommerce,f,0.6688457123909365,0.2997585802465347,0.1996468087248406,0.8003531912751594,0.8376914231064901,0.2498562445573114,0.8215667157566536,The product shall record different meeting types.,3,0.37578616352201255,0.4431138528487315,49,55
ecommerce_o_023,ecommerce,o,0.5,0.5399431749645498,0.1649222914502678,0.8350777085497322,0.499999999,0.5498715420529061,0.862696704142395,The product is expected to integrate with multiple database management systems.  The product will operate with Oracle  SQL Server  DB2  MySQL  HSQL  and MS Access.,3,0.3907232704402516,0.5687613736992168,163,56
ecommerce_f_042,ecommerce,f,0.6283850743449437,0.6200229674946112,0.4739432222546133,0.5260567777453867,0.7567701471763472,0.6498994510347381,0.4966721113616437,The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.,3,0.41823899371069184,0.5655596739429434,122,57
ecommerce_o_001,ecommerce,o,0.5,0.419970099018935,0.1310105595867088,0.8689894404132912,0.499999999,0.4000128131300828,0.9028639763512412,The product must support Internet Explorer 5.5 and above.,3,0.4583333333333333,0.5004858713119288,57,58
ecommerce_o_022,ecommerce,o,0.5,0.2199588567258575,0.1255331813886311,0.8744668186113689,0.499999999,0.1501781706149344,0.909351741174288,The product will be available for licensing as a one-server  two-five servers  or five-or-more servers license.,3,0.5400943396226415,0.3350107371056709,111,59
ecommerce_f_050,ecommerce,f,0.568074802893098,0.659936603462064,0.2095701381520862,0.7904298618479138,0.6361496045138968,0.6997556934093372,0.8098128756423848,The product shall allow a user to identify himself or herself as a player.,4,0.27044025157232704,0.6756944978512182,74,60
ecommerce_us_019,ecommerce,us,0.5,0.9000866590409283,0.1874999999997656,0.8125000000002344,0.499999999,0.9997278479626476,0.835954190111898,The product shall be translated into foreign languages other than the target market countries languages in future releases.  For each emerging target market  it shall take no more than 5 days to configure the product for that market�s language.,4,0.2751572327044025,0.6392803390124242,244,61
ecommerce_f_019,ecommerce,f,0.6141640491205551,0.6199290540370588,0.2129941673203551,0.787005832679645,0.7283280967844541,0.6497821434532944,0.8057572316485528,The product shall send a meeting confirmation to the meeting organizer.,4,0.2861635220125786,0.6888689837076974,71,62
ecommerce_f_012,ecommerce,f,0.6018945657621024,0.6199655155992465,0.213908373964185,0.7860916260358151,0.7037891301166267,0.6498276876999591,0.804674385533067,The product shall be able to store new room equipment.,4,0.2908805031446541,0.684629044408255,54,63
ecommerce_f_063,ecommerce,f,0.6174423578136872,0.5800036593144873,0.2115432546940059,0.7884567453059941,0.7348847141576049,0.599911213182416,0.8074757874170491,The product shall prevent the player from overlapping ships on their grid.,4,0.29559748427672955,0.657000892384053,74,64
ecommerce_f_041,ecommerce,f,0.6368300989294424,0.4600085197157291,0.212010124247664,0.787989875752336,0.7736601963115645,0.4500249244842899,0.8069227965959593,The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.,4,0.32232704402515727,0.5634471151407805,120,65
ecommerce_f_031,ecommerce,f,0.6400832945763142,0.4200211237580202,0.2116497640086796,0.7883502359913204,0.7801665875922953,0.4000765482846803,0.8073496308216711,The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.,4,0.34905660377358494,0.5313037352587813,119,66
ecommerce_f_030,ecommerce,f,0.6505995587238779,0.4199987115423423,0.2103420386614601,0.7896579613385399,0.8011991158453575,0.4000485531188703,0.808898586215855,The System shall allow generation of Inventory Quantity Adjustment documents on demand.,4,0.3522012578616352,0.5350486524227822,87,67
ecommerce_o_019,ecommerce,o,0.5,0.6199419221657998,0.1842170588717134,0.8157829411282866,0.499999999,0.649798217071492,0.8398427202072245,The product must be able to interface with various email servers. The product shall be able to send email.,4,0.3592767295597484,0.5816068222131193,106,68
ecommerce_se_006,ecommerce,se,0.5,0.5800432338598517,0.1800910658721761,0.8199089341278238,0.499999999,0.5999606458657015,0.8447298160539068,The product shall prevent the input of malicious data.  The product and/or adjacent hardware/software systems data shall remain 100% uncorrupted each time malicious data is input into the product.,4,0.37185534591194963,0.5741150763199346,196,69
ecommerce_o_029,ecommerce,o,0.5,0.9000985001668081,0.2870288705476185,0.7129711294523815,0.499999999,0.9997426387484916,0.7180656891052417,The RFS system should be able to easily interface with the BDW environment  in order to load the data.7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process  every year. The data will be as of October month-end.         Test files (7) shall be loaded up to 5 times throughout the year  from the BDW.,4,0.4095911949685534,0.6196347206422889,382,70
ecommerce_sc_006,ecommerce,sc,0.5,0.9001011165569291,0.2997101331123573,0.7002898668876427,0.499999999,0.9997459068892374,0.7030451726822194,The product shall be capable of handling up to 1 000 concurrent requests.  This number will increase to 2 000 by Release 2.  The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours.,4,0.41745283018867924,0.6171318459285761,242,71
ecommerce_se_002,ecommerce,se,0.5,0.4199932646770707,0.1800910658721105,0.8199089341278896,0.499999999,0.4000417494231262,0.8447298160539848,The product shall prevent its data from incorrect data being introduced.,4,0.4512578616352201,0.4908161354577482,72,72
ecommerce_us_029,ecommerce,us,0.5,0.9001025555451792,0.4255952380947154,0.5744047619052846,0.499999999,0.9997477043337754,0.5539386245645997,The users should be able to easily use the system to successfully complete their budgets  within the stipulated time for completion. With a week of training prior to product implementation  98% of the users shall complete their budgets within the stipulated time.,4,0.4614779874213837,0.5922810541497291,263,73
ecommerce_f_043,ecommerce,f,0.2877230813022434,0.9000921370912964,0.2297749584394473,0.7702250415605527,0.0754461624535944,0.999734690611789,0.7858809655978449,shall be able to stream purchased movie via Windows Media Player  for up to 2 days aftere purchase date.,4,0.4764150943396226,0.34790005100400184,104,74
ecommerce_mn_005,ecommerce,mn,0.5,0.9002250221823477,0.812499999998672,0.187500000001328,0.499999999,0.9999006777774992,0.095663330550639,The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.,4,0.5141509433962265,0.31375899983000916,104,75
ecommerce_o_025,ecommerce,o,0.5,0.2599750840289801,0.1407647623175304,0.8592352376824696,0.499999999,0.2001625601345558,0.8913104609529255,The product must be developed with the J2SE/J2EE programming language libraries,4,0.5212264150943396,0.3653267834151914,79,76
ecommerce_a_003,ecommerce,a,0.5,0.900076323747303,0.1874999999997656,0.8125000000002344,0.499999999,0.999714938116388,0.835954190111898,The product shall adhere to the corporate online availability schedule.  The application is brought down only within 98% of the scheduled outages per the availability schedule.,5,0.28144654088050314,0.6392781873713809,176,77
ecommerce_f_053,ecommerce,f,0.6073422191896718,0.5800169578501931,0.2146800281593417,0.7853199718406583,0.7146844369499747,0.5999278244232441,0.8037603878571987,The product shall make inactive players unavailable for selection from the list of players.,5,0.31603773584905664,0.6530260204166916,91,78
ecommerce_f_007,ecommerce,f,0.5439338896944882,0.6199405067308505,0.2463022638033982,0.7536977361966017,0.5878677782132409,0.6497964490474525,0.7663049446472335,The product shall assign the organizers contact information to each meeting they create.,5,0.34591194968553457,0.6279287510912749,88,79
ecommerce_f_021,ecommerce,f,0.6158508478446059,0.4599074361860541,0.212592713236259,0.7874072867637409,0.7317016942258083,0.4498986607442571,0.8062327401109374,The product shall display conference rooms according to search parameters.,5,0.3474842767295598,0.5562548462189623,74,80
ecommerce_f_064,ecommerce,f,0.6096077914845461,0.5800379850265219,0.3796609244409127,0.6203390755590873,0.7192155815306611,0.5999540895322498,0.6083462286257031,When both players have positioned their 5 ships on their defensive grids  the product shall define the status of each player for the first turn.,5,0.43238993710691825,0.6212296947142273,144,81
ecommerce_f_049,ecommerce,f,0.5348087005486566,0.419968201728191,0.2118713477705462,0.7881286522294538,0.5696173999580784,0.4000104432185252,0.8070871725280115,The product shall maintain a list of players.,5,0.43238993710691825,0.49612439089336513,45,82
ecommerce_f_083,ecommerce,f,0.6201597302398816,0.4599825838473129,0.4653591387764144,0.5346408612235856,0.7403194589991243,0.4499925279132781,0.5068396610202557,When a game is ended  the product shall notify the players that the game is ended.,5,0.48742138364779874,0.5078548719454155,82,83
ecommerce_lf_015,ecommerce,lf,0.5,0.9000909467943223,0.5699168583092847,0.4300831416907152,0.499999999,0.9997332038082694,0.3829946625132333,The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group  prior to implementation. The remaining 5% will be corrected and approved within one month of product release.,5,0.505503144654088,0.5052853088102004,278,84
ecommerce_se_017,ecommerce,se,0.5,0.2599962921315017,0.1800910658721761,0.8199089341278238,0.499999999,0.2001890512390116,0.8447298160539068,The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.,5,0.5180817610062892,0.3575810033349922,122,85
ecommerce_pe_006,ecommerce,pe,0.5,0.9001014894622602,0.812499999998672,0.187500000001328,0.499999999,0.9997463726864044,0.095663330550639,Customer shall be able to check the status of their prepaid card  by entering in the PIN number  in under 5 seconds.,5,0.5188679245283019,0.3137332823148267,116,86
ecommerce_se_003,ecommerce,se,0.5,0.2599742596634546,0.1800910658721105,0.8199089341278896,0.499999999,0.2001615304171059,0.8447298160539848,The product shall free of computer viruses.,5,0.5393081761006289,0.35756265612040145,43,87
ecommerce_f_047,ecommerce,f,0.333005658931598,0.9000839358056666,0.5301475355120838,0.4698524644879162,0.1660113175311733,0.999724446361316,0.4301000483656502,Movies can only be streamed if the customer has purchased a movie  and is within the 2-day time period to stream the movie.,5,0.6257861635220126,0.34897829414194326,123,88
ecommerce_f_029,ecommerce,f,0.4771899843726441,0.2599355031676468,0.1481583594020835,0.8518416405979166,0.4543799678365283,0.2001131195619746,0.8825530012073528,The product will display an available status for unreserved conference rooms.,5,0.6525157232704403,0.35623090788196327,77,89
ecommerce_us_001,ecommerce,us,0.5,0.9000731428674605,0.1874999999997656,0.8125000000002344,0.499999999,0.9997109648698383,0.835954190111898,The product shall be intuitive and self-explanatory.  :  90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product.,6,0.2830188679245283,0.6392775251636227,172,90
ecommerce_f_058,ecommerce,f,0.5229846803846173,0.5799920558269378,0.2254895758252501,0.7745104241747499,0.545969359677296,0.599896719231323,0.7909568529242744,The product shall prevent a player from viewing the offensive or defensive grids of the other player.,6,0.3616352201257862,0.5957885018107969,101,91
ecommerce_f_080,ecommerce,f,0.5455455839811246,0.4600237377796529,0.2186123965460107,0.7813876034539893,0.5910911667800669,0.4500439334135709,0.7991026336602647,The product shall continue to assign turns until the game is ended.,6,0.36477987421383645,0.5317282556824359,67,92
ecommerce_f_009,ecommerce,f,0.6057622095875695,0.4599414149145467,0.220061044097291,0.779938955902709,0.7115244177520903,0.449941103675908,0.7973867607947599,The product shall store new conference rooms.,6,0.36792452830188677,0.5514459322084138,45,93
ecommerce_f_039,ecommerce,f,0.5091987914944975,0.5800082760245953,0.2339763550303949,0.7660236449696051,0.5183975819522,0.5999169799288558,0.7809045568079636,PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.,6,0.3710691823899371,0.5757353107576032,118,94
ecommerce_f_010,ecommerce,f,0.6147559659679261,0.2999353018461378,0.2201495242269994,0.7798504757730006,0.7295119304768285,0.2500769880373047,0.7972819591447182,The product shall update existing conference rooms.,6,0.44339622641509435,0.4211836402951276,51,95
ecommerce_sc_008,ecommerce,sc,0.5,0.900083092623817,0.6868457613223377,0.3131542386776623,0.499999999,0.9997233931403392,0.24449642552245,The product shall be expected to operate for at least 5 years for each customer installation.,6,0.5165094339622641,0.4129515157050232,93,96
ecommerce_us_020,ecommerce,us,0.5,0.9000381258199956,0.1874999999997656,0.8125000000002344,0.499999999,0.9996672249708454,0.835954190111898,The product shall be able to display calendar dates and times according to the users locale.  90% of survey respondents from each target market country will find that the date and time formatting of the product is correct.,7,0.300314465408805,0.6392702351804571,222,97
ecommerce_f_026,ecommerce,f,0.57487691790916,0.4597703492651027,0.2208555064810897,0.7791444935189102,0.6497538345188123,0.4497274250602188,0.796445747609172,The product shall be able to send meeting notifications via different kinds of end-user specified methods.,7,0.3820754716981132,0.5408515470614765,106,98
ecommerce_f_014,ecommerce,f,0.5220646510262927,0.4599843760034912,0.2257206134822753,0.7742793865177247,0.5441293009643269,0.4499947665009345,0.7906831968191376,The product shall be able to delete room equipment.,7,0.3930817610062893,0.5224652606312005,51,99
ecommerce_us_027,ecommerce,us,0.5,0.9000544318095641,0.2499999999996875,0.7500000000003125,0.499999999,0.9996875928313116,0.7619251041557351,The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.,7,0.41037735849056606,0.6269354488311745,139,100
ecommerce_us_023,ecommerce,us,0.5,0.9000715238740966,0.3033088235290375,0.6966911764709625,0.499999999,0.9997089425803726,0.6987826484872374,The product shall be easy for customers with novice skills on the  Internet to purchase and watch streaming movies.  Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.,7,0.44103773584905664,0.6164152645112683,206,101
ecommerce_a_002,ecommerce,a,0.5,0.9000788177655263,0.8124999999983594,0.1875000000016405,0.499999999,0.9997180534020292,0.0956633305510092,The product shall be available for use 24 hours per day  365 days  per year,7,0.5290880503144654,0.31372856243434427,75,102
ecommerce_sc_003,ecommerce,sc,0.5,0.9000274170947085,0.1935859105705173,0.8064140894294827,0.499999999,0.9996538486699772,0.8287456397636699,The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.,8,0.3183962264150943,0.6380665807389412,127,103
