req_id,system,class,C,S,V,R,x_C,x_S,x_R,text
ecommerce_f_046,ecommerce,f,0.25,0.5000082028646221,0.8222309292303878,0.17776907076961224,0.0,0.49998864865125264,0.08413738180617622,Only registered customers can purchase streaming movies.
ecommerce_f_047,ecommerce,f,0.333005658931598,0.9000839358056666,0.5301475355120838,0.4698524644879162,0.16601131753117337,0.999724446361316,0.4301000483656502,Movies can only be streamed if the customer has purchased a movie  and is within the 2-day time period to stream the movie.
ecommerce_f_048,ecommerce,f,0.25,0.3800086291925235,0.2144378890804662,0.7855621109195338,0.0,0.35009682133882064,0.8040471932121338,The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.
ecommerce_f_049,ecommerce,f,0.5348087005486566,0.419968201728191,0.2118713477705462,0.7881286522294538,0.5696173999580784,0.4000104432185252,0.8070871725280115,The product shall maintain a list of players.
ecommerce_f_050,ecommerce,f,0.568074802893098,0.659936603462064,0.2095701381520862,0.7904298618479138,0.6361496045138968,0.6997556934093372,0.8098128756423848,The product shall allow a user to identify himself or herself as a player.
ecommerce_f_051,ecommerce,f,0.6082251657320231,0.7400345788771219,0.2106647153645453,0.7893352846354547,0.7164503300311457,0.799806314687343,0.8085163868336345,Once a game has been initiated  the product shall make the players assigned to the game unavailable for selection from the list of players.
ecommerce_f_052,ecommerce,f,0.639351730415626,0.8200000776337846,0.2056982614899585,0.7943017385100415,0.7787034592738451,0.899691458974094,0.8143989794861076,The product shall allow a user to remove himself or herself from the list of players at any time.
ecommerce_f_053,ecommerce,f,0.6073422191896718,0.5800169578501931,0.2146800281593417,0.7853199718406583,0.7146844369499747,0.5999278244232441,0.8037603878571987,The product shall make inactive players unavailable for selection from the list of players.
ecommerce_f_054,ecommerce,f,0.5439613497544178,0.9000964743197801,0.1643261475818962,0.8356738524181038,0.5879226983329903,0.9997401082568939,0.8634028159131785,The product shall remove players who have been inactive for 24 hours from the list of players.
ecommerce_f_055,ecommerce,f,0.5421877115246069,0.8199654575712823,0.2435804663108824,0.7564195336891176,0.584375421880463,0.8996482149502083,0.7695288195356972,The product shall allow a player to initiate a game by selecting another available player from the list of players.
ecommerce_f_056,ecommerce,f,0.6283925847886851,0.620017903403372,0.2072660235494572,0.7927339764505428,0.7567851680637999,0.649893125463186,0.8125420196099222,Once a game is initiated  the product shall display a defensive grid to each player
ecommerce_f_057,ecommerce,f,0.6599169682892165,0.6200041443282666,0.1956844458687618,0.8043155541312382,0.8198339349387652,0.6498759389612129,0.8262599973640542,Once a game is initiated  the product shall display an offensive grid to each player.
ecommerce_f_058,ecommerce,f,0.5229846803846173,0.5799920558269378,0.2254895758252501,0.7745104241747499,0.545969359677296,0.599896719231323,0.7909568529242744,The product shall prevent a player from viewing the offensive or defensive grids of the other player.
ecommerce_f_059,ecommerce,f,0.6570388254266822,0.8200223490559888,0.2039432041312109,0.7960567958687891,0.8140776492252092,0.8997192782743538,0.8164777841592097,Once a game is initiated  the product shall allow each player to position their 5 ships on their respective defensive grids.
ecommerce_f_060,ecommerce,f,0.7017325373264358,0.6599738170193001,0.1997524419734842,0.8002475580265158,0.9034650728459416,0.699802176975272,0.8214415968311549,The product shall allow a player to position ships horizontally on their grid.
ecommerce_f_061,ecommerce,f,0.6826900419214192,0.65998113051655,0.2048126730031086,0.7951873269968914,0.8653800821120784,0.6998113122866177,0.8154479283855457,The product shall allow the player to position ships vertically on their grid.
ecommerce_f_062,ecommerce,f,0.6529033873415601,0.6599747473088875,0.2163662622786368,0.7836337377213631,0.8058067730715066,0.6998033390027851,0.8017631019282441,The product shall allow the player to position ships diagonally on their grid
ecommerce_f_063,ecommerce,f,0.6174423578136872,0.5800036593144873,0.2115432546940059,0.7884567453059941,0.7348847141576049,0.599911213182416,0.8074757874170491,The product shall prevent the player from overlapping ships on their grid.
ecommerce_f_064,ecommerce,f,0.6096077914845461,0.5800379850265219,0.3796609244409127,0.6203390755590873,0.7192155815306611,0.5999540895322498,0.6083462286257031,When both players have positioned their 5 ships on their defensive grids  the product shall define the status of each player for the first turn.
ecommerce_f_065,ecommerce,f,0.6589732340928331,0.4200128119429344,0.1953970619300765,0.8046029380699236,0.8179464665497734,0.4000661659715323,0.8266003936888444,For each turn  the product shall identify one player as offensive status and one player as defensive status.
ecommerce_f_066,ecommerce,f,0.6636379237603589,0.4200014353039349,0.1924678792936847,0.8075321207063153,0.8272758458661662,0.40005195537764326,0.8300699090995807,The product shall maintain the status of each player for a turn  either offensive or defensive.
ecommerce_f_067,ecommerce,f,0.5971371690546434,0.4599929369046008,0.2049169070854261,0.7950830929145739,0.6942743367207382,0.45000545994818186,0.8153244667241144,At the start of each turn  the product shall notify each player of his or her status.
ecommerce_f_068,ecommerce,f,0.6661558000246717,0.6599818861959136,0.1950494224237799,0.8049505775762201,0.8323115983847202,0.6998122562079767,0.8270121606471391,For each turn  the product shall allow the offensive player to define a shot.
ecommerce_f_069,ecommerce,f,0.7169045724895824,0.5799863190850097,0.1959289749426491,0.8040710250573508,0.9338091431115465,0.5998895534497781,0.8259703611427804,For each shot  the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.
ecommerce_f_070,ecommerce,f,0.674047868188708,0.4599703512629434,0.1953945416531642,0.8046054583468358,0.8480957346812246,0.4499772481554608,0.8266033788695831,For each shot  the product shall notify the players whether the shot was a hit or miss.
ecommerce_f_071,ecommerce,f,0.75,0.4199911063262784,0.1799277257163074,0.8200722742836926,0.9999999980000001,0.40003905342067936,0.8449232868129295,For each shot  the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.
ecommerce_f_072,ecommerce,f,0.75,0.4199873464826192,0.1777690707684272,0.8222309292315728,0.9999999980000001,0.40003435698869017,0.8474801388559139,For each shot  the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.
ecommerce_f_073,ecommerce,f,0.695169113600531,0.4600082449710815,0.4262691457770969,0.5737308542229032,0.8903382254203857,0.4500245812999267,0.5531404042486702,When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.
ecommerce_f_074,ecommerce,f,0.75,0.4200247251761258,0.359787072171828,0.6402129278281721,0.9999999980000001,0.4000810468268355,0.6318861185122631,When the hit results in sinking a ship  the product shall mark the ship as sunk on the defensive grid of the defensive player.
ecommerce_f_075,ecommerce,f,0.75,0.4199989322065062,0.359969953946901,0.640030046053099,0.9999999980000001,0.4000488287511391,0.6316695013819156,When the hit results in sinking a ship  the product shall indicate the type of ship sunk on the defensive grid of the defensive player.
ecommerce_f_076,ecommerce,f,0.75,0.4200223616879265,0.3629873718512871,0.637012628148713,0.9999999980000001,0.4000780945866384,0.6280954743513598,When the hit results in sinking a ship  the product shall mark the ship as sunk on the offensive grid of the offensive player.
ecommerce_f_077,ecommerce,f,0.7101505712537389,0.6599712428672211,0.4120982063944039,0.5879017936055961,0.9203011406668756,0.699798961594191,0.5699253912829464,If the shot was marked as a hit  the product shall allow the offensive player to define a shot.
ecommerce_f_078,ecommerce,f,0.7152241107024385,0.5800203068927077,0.4142067306475169,0.5857932693524831,0.9304482195439806,0.5999320077222916,0.5674279173121536,If the shot was marked as a miss  the product shall change the status of the offensive player to defensive
ecommerce_f_079,ecommerce,f,0.7192201361756105,0.5800201316245704,0.4140088387582877,0.5859911612417124,0.9384402704743405,0.5999317887943358,0.5676623134029983,If the shot was marked as a miss  the product shall change the status of the defensive player to offensive
ecommerce_f_080,ecommerce,f,0.5455455839811246,0.4600237377796529,0.2186123965460107,0.7813876034539893,0.5910911667800669,0.45004393341357096,0.7991026336602647,The product shall continue to assign turns until the game is ended.
ecommerce_f_081,ecommerce,f,0.6802559540450968,0.4200285897596028,0.3396541931170166,0.6603458068829834,0.8605119063691697,0.40008587408964513,0.6557328166577914,The product shall end a game when a hit by the offensive player results in sinking the last of the defensive players ships  which had not been previously marked as sunk.
ecommerce_f_082,ecommerce,f,0.6160785081705178,0.6600127116769279,0.20683973235858,0.79316026764142,0.7321570148767216,0.6998507604087468,0.8130469467653118,The product shall allow a player to end a game at any time during the game.
ecommerce_f_083,ecommerce,f,0.6201597302398816,0.4599825838473129,0.4653591387764144,0.5346408612235856,0.7403194589991243,0.44999252791327815,0.5068396610202557,When a game is ended  the product shall notify the players that the game is ended.
ecommerce_f_084,ecommerce,f,0.6671352088288269,0.6599728859402165,0.3608436964974321,0.6391563035025679,0.8342704159891131,0.6998010139615967,0.6306345835838851,When a game is ended  the product shall allow each player to identify himself or herself as an available player in the list of players.
ecommerce_f_085,ecommerce,f,0.6993160520526324,0.8199975775627577,0.3936107450493425,0.6063892549506575,0.8986321023080006,0.8996883361278775,0.5918231491233704,When a game is ended  the product shall allow each player to remove himself or herself from the list of players.
ecommerce_ft_001,ecommerce,ft,0.5,0.2599943343127222,0.4999999999994999,0.5000000000005,0.49999999900000003,0.20018660572170324,0.4658087603309355,The product shall operate in offline mode whenever internet connection is unavailable.
ecommerce_ft_002,ecommerce,ft,0.5,0.5399680965936252,0.4999999999994999,0.5000000000005,0.49999999900000003,0.5499026717345158,0.4658087603309355,The product shall allow the user to view previously downloaded search results  CMA reports  and appointments.
ecommerce_ft_003,ecommerce,ft,0.5,0.2599924253111191,0.4999999999994999,0.5000000000005,0.49999999900000003,0.20018422118207638,0.4658087603309355,The product shall retain user preferences in the event of a failure.
ecommerce_ft_004,ecommerce,ft,0.5,0.6199831416263173,0.4999999999994999,0.5000000000005,0.49999999900000003,0.6498497044232278,0.4658087603309355,The product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution.
ecommerce_ft_005,ecommerce,ft,0.5,0.5800577103237592,0.4999999999994999,0.5000000000005,0.49999999900000003,0.5999787284601785,0.4658087603309355,The product and/or dependent databases/filesystems shall remain operational as a result of the input of malicious data.  The product and/or dependent databases/filesystems shall not crash 100% of the time that malicious data is input into the product.
ecommerce_ft_006,ecommerce,ft,0.5,0.2599817852719938,0.4999999999994999,0.5000000000005,0.49999999900000003,0.20017093067729902,0.4658087603309355,The product shall be robust.The product shall have fault avoidance based on standards adoption.
ecommerce_l_001,ecommerce,l,0.5,0.4199890235039476,0.1874999999997656,0.8125000000002344,0.49999999900000003,0.40003645176106034,0.835954190111898,The product must comply with Sarbanes-Oxley.
ecommerce_l_002,ecommerce,l,0.5,0.4200080670712905,0.8124999999989845,0.18750000000101552,0.49999999900000003,0.4000602391381336,0.0956633305502689,The product shall comply with the estimatics laws relating to recycled parts usage.
ecommerce_l_003,ecommerce,l,0.5,0.2599915163379268,0.8124999999989845,0.18750000000101552,0.49999999900000003,0.20018308578093616,0.0956633305502689,The product shall comply with insurance regulations regarding claims processing.
ecommerce_l_004,ecommerce,l,0.5,0.2599418915070341,0.8124999999989845,0.18750000000101552,0.49999999900000003,0.20012109925585986,0.0956633305502689,IzognMovies shall meet the licensing requirements set forth by the appropriate organizations in order to stream African movies.
ecommerce_lf_005,ecommerce,lf,0.5,0.2599805501053238,0.797455529919545,0.20254447008045495,0.49999999900000003,0.20016938782690769,0.11348298444910306,The product shall have a conservative and professional appearance.
ecommerce_lf_006,ecommerce,lf,0.5,0.2599784826781672,0.5040040594843244,0.49599594051567564,0.49999999900000003,0.20016680539744686,0.4610660905105191,The product shall simulate the look of ships at sea.
ecommerce_lf_007,ecommerce,lf,0.5,0.6199670416952344,0.6987965449574527,0.3012034550425473,0.49999999900000003,0.649829593951034,0.2303411360989534,The product shall display the grids within a circle as a view from a periscope.
ecommerce_lf_008,ecommerce,lf,0.5,0.2999670574851567,0.6224565455315646,0.3775434544684354,0.49999999900000003,0.25011665410122774,0.3207632221693464,The product shall display each type of ship in a grid using an image of the specific type of ship.
ecommerce_lf_009,ecommerce,lf,0.5,0.4199868556792018,0.3595899215543965,0.6404100784456035,0.49999999900000003,0.4000337439246697,0.6321196365923296,When the offensive player takes a shot  the product shall simulate the sound of a ship at sea.
ecommerce_lf_010,ecommerce,lf,0.5,0.2599808649826905,0.4050225658253765,0.5949774341746235,0.49999999900000003,0.20016978114117068,0.5783062425450279,When a shot is marked as a miss  the product shall simulate the sound of a shot missing its target.
ecommerce_lf_011,ecommerce,lf,0.5,0.2599848612804357,0.3938482259672232,0.6061517740327769,0.49999999900000003,0.20017477292866773,0.5915418611988463,When a shot is marked as a hit  the product shall simulate the sound of a shot hitting its target.
ecommerce_lf_012,ecommerce,lf,0.5,0.2599942236516836,0.4199121971236895,0.5800878028763106,0.49999999900000003,0.20018646749466815,0.5606699898211918,When a ship is sunk  the product shall simulate the sound of a sinking ship.
ecommerce_lf_013,ecommerce,lf,0.5,0.8999953557891107,0.8932649869248643,0.10673501307513567,0.49999999900000003,0.999613800797014,0.0,The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.
ecommerce_lf_014,ecommerce,lf,0.5,0.2599806570820472,0.7422628391745588,0.2577371608254412,0.49999999900000003,0.2001695214518537,0.1788568156061848,The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.
ecommerce_lf_015,ecommerce,lf,0.5,0.9000909467943223,0.5699168583092847,0.43008314169071526,0.49999999900000003,0.9997332038082694,0.3829946625132333,The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group  prior to implementation. The remaining 5% will be corrected and approved within one month of product release.
ecommerce_mn_001,ecommerce,mn,0.5,0.9002424700464621,0.1874999999997656,0.8125000000002344,0.49999999900000003,0.9999224719568848,0.835954190111898,The product must be designed using Design Patterns and coding best practices.  90% of maintenance software developers are able to integrate new functionality into the product with 2 working days.
ecommerce_mn_002,ecommerce,mn,0.5,0.740003198248757,0.1874999999997656,0.8125000000002344,0.49999999900000003,0.7997671170503525,0.835954190111898,The product must be highly configurable for use with various database management systems for the end users.  80% of end users are able to integrate new database management systems with the product without changing the product�s software code.
ecommerce_mn_004,ecommerce,mn,0.5,0.9000031753533697,0.8124999999989845,0.18750000000101552,0.49999999900000003,0.9996235682381782,0.0956633305502689,The customer shall be able to easily integrate new building maps with the product throughout the products lifecycle.  Integration of new maps with the product shall be possible with little to no support from product support staff.
ecommerce_mn_005,ecommerce,mn,0.5,0.9002250221823477,0.812499999998672,0.18750000000132805,0.49999999900000003,0.9999006777774991,0.09566333055063908,The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.
ecommerce_mn_006,ecommerce,mn,0.5,0.4199753706160694,0.4999999999993751,0.5000000000006248,0.49999999900000003,0.40001939789787117,0.4658087603310833,The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.
ecommerce_mn_007,ecommerce,mn,0.5,0.9000575742672623,0.8124999999989845,0.18750000000101552,0.49999999900000003,0.9996915180846455,0.0956633305502689,: The product shall continue to operate during upgrade  change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions.
ecommerce_mn_008,ecommerce,mn,0.5,0.4200656984454384,0.4999999999993751,0.5000000000006248,0.49999999900000003,0.400132226660399,0.4658087603310833,The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.
ecommerce_mn_009,ecommerce,mn,0.5,0.2599902199853079,0.8124999999989845,0.18750000000101552,0.49999999900000003,0.2001814665029926,0.0956633305502689,The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture.
ecommerce_o_001,ecommerce,o,0.5,0.419970099018935,0.1310105595867088,0.8689894404132912,0.49999999900000003,0.40001281313008286,0.9028639763512413,The product must support Internet Explorer 5.5 and above.
ecommerce_o_003,ecommerce,o,0.5,0.2599684871310361,0.2185207191099397,0.7814792808900604,0.49999999900000003,0.2001543199295521,0.7992112224089871,The product shall interface with the Choice Parts System.  This provides the feed of recycled parts data.
ecommerce_o_004,ecommerce,o,0.5,0.2599673976263991,0.2873593688884132,0.7126406311115868,0.49999999900000003,0.20015295902604296,0.7176742252639763,The product shall run on the existing hardware for all environments.
ecommerce_o_005,ecommerce,o,0.5,0.419982473712605,0.2966514263512278,0.7033485736487721,0.49999999900000003,0.40002827039705363,0.7066681049339735,The product shall adhere to the corporate Architecture guidelines
ecommerce_o_006,ecommerce,o,0.5,0.7400236575142147,0.326882920453562,0.6731170795464381,0.49999999900000003,0.7997926727801862,0.67085994692617,For estimators  the product shall be able to be operated in a repair facility during dirty and noisy conditions.
ecommerce_o_007,ecommerce,o,0.5,0.7400517935767174,0.8050272581417831,0.1949727418582169,0.49999999900000003,0.7998278176202289,0.1045145345386796,The product shall interface with the ChoiceParts system once per day at approximately 1:00 AM.
ecommerce_o_008,ecommerce,o,0.5,0.3800102437120762,0.3003787107969229,0.6996212892030771,0.49999999900000003,0.3500988380400354,0.7022532655641531,The maintenance of the product will fall within the established corporate maintenance windows.
ecommerce_o_009,ecommerce,o,0.5,0.2599617961514718,0.2846535523268775,0.7153464476731225,0.49999999900000003,0.20014596220691433,0.7208791712930288,The product shall be supported using the corporate support center.
ecommerce_o_010,ecommerce,o,0.5,0.4200277107872627,0.3018638804206027,0.6981361195793974,0.49999999900000003,0.4000847761626594,0.700494133568457,Product installations and upgrades shall be handled by the middleware technology team within established launch time frames.
