req_id,system,class,source,text,numbers_count,units_count,explicit_quantifiers,modal_score,strong_modal,weak_modal,actor_score,actor_specific,vague_lex_hits,comparative_unanchored,open_quantifier,num_present,unit_present,kpi_near,std_present,cue_score,L,sim_spec_sys,sim_vague_sys,M_raw_sys,M_sys,w_L_sys,w_M_sys,bank_Q_sys,bank_shrink_a_sys,VB_size_sys,SB_size_sys,S_final_sys
ecommerce_f_005,ecommerce,f,unchanged,The product will notify employees of meeting invitations.,0,0,0,0.75,0,0,0.0,0,0,False,False,0,0,0,0,1.0,0.2,0.8427789211273193,0.876132071018219,0.48332342505455017,0.499631849409273,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.25992636988185464
ecommerce_f_006,ecommerce,f,unchanged,The product shall have the ability to send meeting reminders to employees.,0,0,2,1.0,1,0,0.0,0,0,False,False,0,0,0,0,3.25,0.65,0.8651158809661865,0.8979991674423218,0.4835583567619324,0.4996370357408271,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.6199274071481654
ecommerce_f_007,ecommerce,f,unchanged,The product shall assign the organizers contact information to each meeting they create.,0,0,1,1.0,1,0,1.0,1,0,False,False,0,0,0,0,3.25,0.65,0.8612837791442871,0.8882331848144531,0.486525297164917,0.49970253365425255,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.6199405067308505
ecommerce_f_008,ecommerce,f,unchanged,The product will record meeting acknowledgements.,0,0,0,0.75,0,0,0.0,0,0,False,False,0,0,0,1,2.0,0.4,0.8342078328132629,0.8758902549743652,0.47915878891944885,0.49953991127099723,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.4199079822541995
ecommerce_f_009,ecommerce,f,unchanged,The product shall store new conference rooms.,0,0,1,1.0,1,0,0.0,0,0,False,False,0,0,0,0,2.25,0.45,0.8510382175445557,0.8775762319564819,0.48673099279403687,0.4997070745727336,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.45994141491454676
ecommerce_f_010,ecommerce,f,unchanged,The product shall update existing conference rooms.,0,0,0,1.0,1,0,0.0,0,0,False,False,0,0,0,0,1.25,0.25,0.8474102020263672,0.8767173290252686,0.4853464365005493,0.49967650923068885,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.2999353018461378
ecommerce_f_011,ecommerce,f,unchanged,The product will be able to delete conference rooms.,0,0,1,0.75,0,0,0.0,0,0,False,False,0,0,0,0,2.0,0.4,0.8446811437606812,0.8589632511138916,0.4928589463233948,0.49984235473182864,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.4199684709463658
ecommerce_f_012,ecommerce,f,unchanged,The product shall be able to store new room equipment.,0,0,2,1.0,1,0,0.0,0,0,False,False,0,0,0,0,3.25,0.65,0.868719220161438,0.8843400478363037,0.49218958616256714,0.4998275779962325,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.6199655155992465
ecommerce_f_013,ecommerce,f,unchanged,The product will update existing room equipment.,0,0,0,0.75,0,0,0.0,0,0,False,False,0,0,0,0,1.0,0.2,0.8411129713058472,0.8607975840568542,0.49015769362449646,0.49978272211661506,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.25995654442332305
ecommerce_f_014,ecommerce,f,unchanged,The product shall be able to delete room equipment.,0,0,1,1.0,1,0,0.0,0,0,False,False,0,0,0,0,2.25,0.45,0.8649100065231323,0.8719874024391174,0.49646130204200745,0.4999218800174556,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.4599843760034912
ecommerce_f_015,ecommerce,f,unchanged,The product shall allow an organizer to invite other employees to meetings.,0,0,2,1.0,1,0,1.0,1,0,False,False,0,0,0,0,4.5,0.9,0.8488397002220154,0.8862510323524475,0.48129433393478394,0.4995870553735178,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.8199174110747036
ecommerce_f_016,ecommerce,f,unchanged,The product shall record the transportation status of equipment reserved.,0,0,0,1.0,1,0,0.0,0,0,False,False,0,0,0,0,1.25,0.25,0.8561255931854248,0.8650930523872375,0.49551627039909363,0.4999010175826491,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.2999802035165298
ecommerce_f_017,ecommerce,f,unchanged,The product shall display a map of the company building showing conference room locations.,0,0,0,1.0,1,0,0.0,0,0,False,False,0,0,0,0,1.25,0.25,0.8442507982254028,0.8828561305999756,0.4806973338127136,0.4995738760517252,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.29991477521034504
ecommerce_f_018,ecommerce,f,unchanged,The product shall record updated meeting agendas.,0,0,0,1.0,1,0,0.0,0,0,False,False,0,0,0,0,1.25,0.25,0.8568369150161743,0.8931534886360168,0.48184171319007874,0.49959913926945254,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.29991982785389054
ecommerce_f_019,ecommerce,f,unchanged,The product shall send a meeting confirmation to the meeting organizer.,0,0,1,1.0,1,0,1.0,1,0,False,False,0,0,0,0,3.25,0.65,0.8586039543151855,0.890741229057312,0.48393136262893677,0.4996452701852937,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.6199290540370588
ecommerce_f_020,ecommerce,f,unchanged,The product shall display room equipment according to search parameters.,0,0,1,1.0,1,0,0.0,0,0,False,False,0,0,0,0,2.25,0.45,0.8619253635406494,0.8873546719551086,0.4872853457927704,0.4997193124204105,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.45994386248408214
ecommerce_f_021,ecommerce,f,unchanged,The product shall display conference rooms according to search parameters.,0,0,1,1.0,1,0,0.0,0,0,False,False,0,0,0,0,2.25,0.45,0.8547089695930481,0.8966387510299683,0.4790351092815399,0.49953718093027044,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.4599074361860541
ecommerce_f_022,ecommerce,f,unchanged,The product shall record different meeting types.,0,0,0,1.0,1,0,0.0,0,0,False,True,0,0,0,0,1.25,0.25,0.8649622797966003,0.9196417331695557,0.47266027331352234,0.49879290123267334,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.2997585802465347
ecommerce_f_023,ecommerce,f,unchanged,The product shall record all the equipment that has been reserved.,0,0,0,1.0,1,0,0.0,0,0,False,False,0,0,0,0,1.25,0.25,0.8577147722244263,0.8685193061828613,0.49459773302078247,0.4998807400328803,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.29997614800657607
ecommerce_f_024,ecommerce,f,unchanged,The product shall notify building personnel of equipment transport requests.,0,0,0,1.0,1,0,0.0,0,0,False,False,0,0,0,0,1.25,0.25,0.8522626161575317,0.8693796992301941,0.4914414584636688,0.4998110623954458,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.29996221247908916
ecommerce_f_025,ecommerce,f,unchanged,The product will allow priviledged users to view meeting schedules in multiple reporting views.,0,0,1,0.75,0,0,0.0,0,0,False,True,0,0,0,1,3.5,0.7,0.851681113243103,0.8899611234664917,0.48085999488830566,0.49957746694321603,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.6599154933886432
ecommerce_f_026,ecommerce,f,unchanged,The product shall be able to send meeting notifications via different kinds of end-user specified methods.,0,0,1,1.0,1,0,0.0,0,0,False,True,0,0,0,0,2.25,0.45,0.8669331073760986,0.9189469814300537,0.47399306297302246,0.49885174632551343,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.45977034926510274
ecommerce_f_027,ecommerce,f,unchanged,The product shall have a customizable Look and Feel.,0,0,1,1.0,1,0,0.0,0,0,False,False,0,0,0,0,2.0,0.4,0.8621190190315247,0.8901244401931763,0.4859972894191742,0.4996908774020461,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.4199381754804093
ecommerce_f_028,ecommerce,f,unchanged,The product shall have an intuitive user interface.,0,0,0,1.0,1,0,0.0,0,1,False,False,0,0,0,0,0.0,0.0,0.8803164958953857,0.9240622520446777,0.478127121925354,0.4995171362818552,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.09990342725637104
ecommerce_f_029,ecommerce,f,unchanged,The product will display an available status for unreserved conference rooms.,0,0,0,0.75,0,0,0.0,0,0,False,False,0,0,0,0,1.0,0.2,0.853306770324707,0.882522702217102,0.4853920340538025,0.49967751583823394,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.2599355031676468
ecommerce_f_030,ecommerce,f,unchanged,The System shall allow generation of Inventory Quantity Adjustment documents on demand.,0,0,1,1.0,1,0,0.0,0,0,False,False,0,0,0,0,2.0,0.4,0.8703563213348389,0.8709399700164795,0.4997081756591797,0.4999935577117116,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.41999871154234236
ecommerce_f_031,ecommerce,f,unchanged,The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.,0,0,1,1.0,1,0,0.0,0,0,False,False,0,0,0,0,2.0,0.4,0.8773131370544434,0.8677444458007812,0.504784345626831,0.5001056187901006,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.4200211237580202
ecommerce_f_032,ecommerce,f,unchanged,The System shall allow entering  storing and modifying product formulas.,0,0,1,1.0,1,0,0.0,0,0,False,False,0,0,0,0,2.0,0.4,0.8717935085296631,0.8820897340774536,0.49485188722610474,0.4998863507185955,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.41997727014371916
ecommerce_f_033,ecommerce,f,unchanged,Product formulas shall allow use of semi-products  which have own formulas.,0,0,0,1.0,1,0,0.0,0,0,False,False,0,0,0,0,1.0,0.2,0.8631913065910339,0.873373806476593,0.49490875005722046,0.4998876060174164,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.25997752120348333
ecommerce_f_034,ecommerce,f,unchanged,Product formula ingredients shall allow defining substitutionary ingredients.,0,0,0,1.0,1,0,0.0,0,0,False,False,0,0,0,0,1.0,0.2,0.8587296009063721,0.8631547689437866,0.4977874159812927,0.4999511551912677,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.2599902310382536
ecommerce_f_035,ecommerce,f,unchanged,Product formula substitutionary ingredients shall be entered automatically by the PFE subsystem.,0,0,1,1.0,1,0,0.0,0,0,False,False,0,0,0,0,2.0,0.4,0.8573665618896484,0.8521052598953247,0.5026306509971619,0.5000580740183023,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.4200116148036605
ecommerce_f_036,ecommerce,f,unchanged,Formula substitutionary ingredients shall be kept in persisted order,0,0,0,1.0,1,0,0.0,0,0,False,False,0,0,0,0,1.0,0.2,0.8238343596458435,0.8002446889877319,0.5117948055267334,0.5002603810816298,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.260052076216326
ecommerce_f_037,ecommerce,f,unchanged,Product shall allow entering  storing and modifying product menus used by POS terminals.,0,0,1,1.0,1,0,0.0,0,0,False,False,0,0,0,0,2.0,0.4,0.8706662654876709,0.8780507445335388,0.49630776047706604,0.4999184904474738,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.4199836980894948
ecommerce_f_038,ecommerce,f,unchanged,PME Subsystem shall allow building product menus based on the list of products kept in the accounting system.,0,0,0,1.0,1,0,0.0,0,0,False,False,0,0,0,0,1.0,0.2,0.8582020998001099,0.8666143417358398,0.495793879032135,0.49990714604623226,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.2599814292092465
ecommerce_f_039,ecommerce,f,unchanged,PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.,0,0,2,1.0,1,0,0.0,0,0,False,False,0,0,0,0,3.0,0.6,0.8625069856643677,0.8587580919265747,0.5018744468688965,0.5000413801229766,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.5800082760245953
ecommerce_f_040,ecommerce,f,unchanged,PME Subsystem shall allow for a product to exist in more than one submenu,0,0,1,1.0,1,0,0.0,0,0,False,False,0,0,0,0,2.5,0.5,0.8524891138076782,0.8606699109077454,0.49590960144996643,0.49990970072407376,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.4999819401448148
ecommerce_f_041,ecommerce,f,unchanged,The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.,0,0,1,1.0,1,0,0.0,0,0,False,False,0,0,0,0,2.25,0.45,0.8734503984451294,0.8695911765098572,0.5019296407699585,0.5000425985786455,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.46000851971572915
ecommerce_f_042,ecommerce,f,unchanged,The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.,0,0,2,1.0,1,0,0.0,0,0,False,False,0,0,0,0,3.25,0.65,0.879152774810791,0.8687489628791809,0.5052019357681274,0.5001148374730557,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.6200229674946112
ecommerce_f_043,ecommerce,f,unchanged,shall be able to stream purchased movie via Windows Media Player  for up to 2 days aftere purchase date.,1,1,3,1.0,1,0,1.0,1,0,False,False,1,1,1,0,7.0,1.0,0.8704719543457031,0.8287354707717896,0.5208682417869568,0.500460685456482,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.9000921370912964
ecommerce_f_044,ecommerce,f,unchanged,Website shall allow customers to add their own movie review for a selected movie.,0,0,2,1.0,1,0,1.0,1,0,False,False,0,0,0,0,4.5,0.9,0.8315533399581909,0.8485297560691833,0.4915117919445038,0.4998126150711362,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.8199625230142273
ecommerce_f_045,ecommerce,f,unchanged,Website shall allow the Izogn administrator to approve a review posted by a customer.,0,0,3,1.0,1,0,1.0,1,0,False,False,0,0,0,0,5.75,1.0,0.8584127426147461,0.8580857515335083,0.5001634955406189,0.5000036093130668,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.9000007218626134
ecommerce_f_046,ecommerce,f,unchanged,Only registered customers can purchase streaming movies.,0,0,1,0.5,0,1,1.0,1,0,False,False,0,0,0,0,2.5,0.5,0.8211569786071777,0.8174411654472351,0.5018578767776489,0.5000410143231105,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.5000082028646221
ecommerce_f_047,ecommerce,f,unchanged,Movies can only be streamed if the customer has purchased a movie  and is within the 2-day time period to stream the movie.,1,0,3,0.5,0,1,1.0,1,0,False,False,1,0,0,0,5.5,1.0,0.8553018569946289,0.8172804117202759,0.5190107226371765,0.5004196790283327,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.9000839358056666
ecommerce_f_048,ecommerce,f,unchanged,The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.,0,0,1,0.75,0,0,0.0,0,0,False,False,0,0,0,0,1.75,0.35,0.8429915308952332,0.8390825986862183,0.5019544363021851,0.5000431459626177,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.38000862919252354
ecommerce_f_049,ecommerce,f,unchanged,The product shall maintain a list of players.,0,0,0,1.0,1,0,1.0,1,0,False,False,0,0,0,0,2.0,0.4,0.8638767004013062,0.878280758857727,0.49279797077178955,0.49984100864095465,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.419968201728191
ecommerce_f_050,ecommerce,f,unchanged,The product shall allow a user to identify himself or herself as a player.,0,0,1,1.0,1,0,1.0,1,0,False,False,0,0,0,0,3.5,0.7,0.8578304052352905,0.8865479230880737,0.4856412410736084,0.49968301731032005,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.659936603462064
ecommerce_f_051,ecommerce,f,unchanged,Once a game has been initiated  the product shall make the players assigned to the game unavailable for selection from the list of players.,0,0,2,1.0,1,0,1.0,1,0,False,False,0,0,0,0,4.0,0.8,0.8469486236572266,0.8312849998474121,0.5078318119049072,0.5001728943856089,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.7400345788771219
ecommerce_f_052,ecommerce,f,unchanged,The product shall allow a user to remove himself or herself from the list of players at any time.,0,0,2,1.0,1,0,1.0,1,0,False,False,0,0,0,0,4.5,0.9,0.8588348627090454,0.8587996959686279,0.5000175833702087,0.5000003881689226,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.8200000776337846
ecommerce_f_053,ecommerce,f,unchanged,The product shall make inactive players unavailable for selection from the list of players.,0,0,1,1.0,1,0,1.0,1,0,False,False,0,0,0,0,3.0,0.6,0.8410449624061584,0.8333632946014404,0.5038408041000366,0.5000847892509656,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.5800169578501931
ecommerce_f_054,ecommerce,f,unchanged,The product shall remove players who have been inactive for 24 hours from the list of players.,1,1,1,1.0,1,0,1.0,1,0,False,False,1,1,1,0,5.0,1.0,0.8819518685340881,0.8382506370544434,0.5218505859375,0.5004823715989005,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.9000964743197801
ecommerce_f_055,ecommerce,f,unchanged,The product shall allow a player to initiate a game by selecting another available player from the list of players.,0,0,2,1.0,1,0,1.0,1,0,False,False,0,0,0,0,4.5,0.9,0.8519191145896912,0.8675662279129028,0.49217644333839417,0.4998272878564107,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.8199654575712823
ecommerce_f_056,ecommerce,f,unchanged,Once a game is initiated  the product shall display a defensive grid to each player,0,0,1,1.0,1,0,1.0,1,0,False,False,0,0,0,0,3.25,0.65,0.8429906368255615,0.8348807096481323,0.5040549635887146,0.5000895170168602,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.620017903403372
ecommerce_f_057,ecommerce,f,unchanged,Once a game is initiated  the product shall display an offensive grid to each player.,0,0,1,1.0,1,0,1.0,1,0,False,False,0,0,0,0,3.25,0.65,0.8485651612281799,0.8466877937316895,0.5009386539459229,0.5000207216413328,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.6200041443282666
ecommerce_f_058,ecommerce,f,unchanged,The product shall prevent a player from viewing the offensive or defensive grids of the other player.,0,0,1,1.0,1,0,1.0,1,0,False,False,0,0,0,0,3.0,0.6,0.8321970701217651,0.8357956409454346,0.4982007145881653,0.4999602791346892,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.5799920558269378
ecommerce_f_059,ecommerce,f,unchanged,Once a game is initiated  the product shall allow each player to position their 5 ships on their respective defensive grids.,1,0,1,1.0,1,0,1.0,1,0,False,False,1,0,0,0,4.5,0.9,0.8560785055160522,0.8459547162055969,0.5050618648529053,0.5001117452799435,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.8200223490559888
ecommerce_f_060,ecommerce,f,unchanged,The product shall allow a player to position ships horizontally on their grid.,0,0,1,1.0,1,0,1.0,1,0,False,False,0,0,0,0,3.5,0.7,0.847029983997345,0.8588904142379761,0.49406978487968445,0.4998690850965007,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.6599738170193001
ecommerce_f_061,ecommerce,f,unchanged,The product shall allow the player to position ships vertically on their grid.,0,0,1,1.0,1,0,1.0,1,0,False,False,0,0,0,0,3.5,0.7,0.8430614471435547,0.8516089916229248,0.49572622776031494,0.4999056525827504,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.65998113051655
ecommerce_f_062,ecommerce,f,unchanged,The product shall allow the player to position ships diagonally on their grid,0,0,1,1.0,1,0,1.0,1,0,False,False,0,0,0,0,3.5,0.7,0.8272421360015869,0.838681161403656,0.49428048729896545,0.4998737365444377,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.6599747473088875
ecommerce_f_063,ecommerce,f,unchanged,The product shall prevent the player from overlapping ships on their grid.,0,0,1,1.0,1,0,1.0,1,0,False,False,0,0,0,0,3.0,0.6,0.8480561971664429,0.8463985919952393,0.5008288025856018,0.5000182965724367,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.5800036593144873
ecommerce_f_064,ecommerce,f,unchanged,When both players have positioned their 5 ships on their defensive grids  the product shall define the status of each player for the first turn.,1,0,0,1.0,1,0,1.0,1,0,False,False,1,0,0,0,3.0,0.6,0.8481122255325317,0.8309056758880615,0.5086032748222351,0.5001899251326098,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.5800379850265219
ecommerce_f_065,ecommerce,f,unchanged,For each turn  the product shall identify one player as offensive status and one player as defensive status.,0,0,0,1.0,1,0,1.0,1,0,False,False,0,0,0,0,2.0,0.4,0.8576885461807251,0.8518849611282349,0.5029017925262451,0.5000640597146716,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.4200128119429344
ecommerce_f_066,ecommerce,f,unchanged,The product shall maintain the status of each player for a turn  either offensive or defensive.,0,0,0,1.0,1,0,1.0,1,0,False,False,0,0,0,0,2.0,0.4,0.8586230278015137,0.8579728007316589,0.500325083732605,0.5000071765196742,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.4200014353039349
ecommerce_f_067,ecommerce,f,unchanged,At the start of each turn  the product shall notify each player of his or her status.,0,0,0,1.0,1,0,1.0,1,0,False,False,0,0,0,0,2.25,0.45,0.8532059192657471,0.8564053773880005,0.4984002709388733,0.4999646845230041,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.45999293690460086
ecommerce_f_068,ecommerce,f,unchanged,For each turn  the product shall allow the offensive player to define a shot.,0,0,1,1.0,1,0,1.0,1,0,False,False,0,0,0,0,3.5,0.7,0.846561074256897,0.854766309261322,0.4958973824977875,0.49990943097956825,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.6599818861959136
ecommerce_f_069,ecommerce,f,unchanged,For each shot  the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.,0,0,1,1.0,1,0,1.0,1,0,False,False,0,0,0,0,3.0,0.6,0.8426615595817566,0.8488587737083435,0.49690139293670654,0.499931595425049,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.5799863190850097
ecommerce_f_070,ecommerce,f,unchanged,For each shot  the product shall notify the players whether the shot was a hit or miss.,0,0,0,1.0,1,0,1.0,1,0,False,False,0,0,0,0,2.25,0.45,0.8444018363952637,0.8578321933746338,0.49328482151031494,0.4998517563147168,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.4599703512629434
ecommerce_f_071,ecommerce,f,unchanged,For each shot  the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,0,0,0,1.0,1,0,1.0,1,0,False,False,0,0,0,0,2.0,0.4,0.8427559733390808,0.8467846512794495,0.4979856610298157,0.4999555316313917,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.4199911063262784
ecommerce_f_072,ecommerce,f,unchanged,For each shot  the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.,0,0,0,1.0,1,0,1.0,1,0,False,False,0,0,0,0,2.0,0.4,0.8438243865966797,0.8495562076568604,0.49713408946990967,0.49993673241309594,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.41998734648261926
ecommerce_f_073,ecommerce,f,unchanged,When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.,0,0,0,1.0,1,0,1.0,1,0,False,False,0,0,0,0,2.25,0.45,0.818541944026947,0.8148071765899658,0.501867413520813,0.5000412248554075,0.8,0.2,1.0220759113865556,0.04415182277311125,10.0,32.0,0.46000824497108156
