system,class,req_id,C1,C2,C3,w_C1,w_C2,w_C3,Criticality
ecommerce,f,ecommerce_f_057,0.5,0.8198339365784331,0.5,0.25000000000000006,0.5,0.25000000000000006,0.6599169682892165
ecommerce,f,ecommerce_f_058,0.5,0.5459693607692345,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5229846803846173
ecommerce,f,ecommerce_f_059,0.5,0.8140776508533645,0.5,0.25000000000000006,0.5,0.25000000000000006,0.6570388254266822
ecommerce,f,ecommerce_f_060,0.5,0.9034650746528716,0.5,0.25000000000000006,0.5,0.25000000000000006,0.7017325373264358
ecommerce,f,ecommerce_f_061,0.5,0.8653800838428384,0.5,0.25000000000000006,0.5,0.25000000000000006,0.6826900419214192
ecommerce,f,ecommerce_f_062,0.5,0.80580677468312,0.5,0.25000000000000006,0.5,0.25000000000000006,0.6529033873415601
ecommerce,f,ecommerce_f_063,0.5,0.7348847156273743,0.5,0.25000000000000006,0.5,0.25000000000000006,0.6174423578136872
ecommerce,f,ecommerce_f_064,0.5,0.7192155829690922,0.5,0.25000000000000006,0.5,0.25000000000000006,0.6096077914845461
ecommerce,f,ecommerce_f_065,0.5,0.8179464681856662,0.5,0.25000000000000006,0.5,0.25000000000000006,0.6589732340928331
ecommerce,f,ecommerce_f_066,0.5,0.8272758475207177,0.5,0.25000000000000006,0.5,0.25000000000000006,0.6636379237603589
ecommerce,f,ecommerce_f_067,0.5,0.6942743381092868,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5971371690546434
ecommerce,f,ecommerce_f_068,0.5,0.8323116000493433,0.5,0.25000000000000006,0.5,0.25000000000000006,0.6661558000246717
ecommerce,f,ecommerce_f_069,0.5,0.9338091449791648,0.5,0.25000000000000006,0.5,0.25000000000000006,0.7169045724895824
ecommerce,f,ecommerce_f_070,0.5,0.848095736377416,0.5,0.25000000000000006,0.5,0.25000000000000006,0.674047868188708
ecommerce,f,ecommerce_f_071,0.5,1.0,0.5,0.25000000000000006,0.5,0.25000000000000006,0.75
ecommerce,f,ecommerce_f_072,0.5,1.0,0.5,0.25000000000000006,0.5,0.25000000000000006,0.75
ecommerce,f,ecommerce_f_073,0.5,0.8903382272010619,0.5,0.25000000000000006,0.5,0.25000000000000006,0.695169113600531
ecommerce,f,ecommerce_f_074,0.5,1.0,0.5,0.25000000000000006,0.5,0.25000000000000006,0.75
ecommerce,f,ecommerce_f_075,0.5,1.0,0.5,0.25000000000000006,0.5,0.25000000000000006,0.75
ecommerce,f,ecommerce_f_076,0.5,1.0,0.5,0.25000000000000006,0.5,0.25000000000000006,0.75
ecommerce,f,ecommerce_f_077,0.5,0.9203011425074777,0.5,0.25000000000000006,0.5,0.25000000000000006,0.7101505712537389
ecommerce,f,ecommerce_f_078,0.5,0.930448221404877,0.5,0.25000000000000006,0.5,0.25000000000000006,0.7152241107024385
ecommerce,f,ecommerce_f_079,0.5,0.9384402723512211,0.5,0.25000000000000006,0.5,0.25000000000000006,0.7192201361756105
ecommerce,f,ecommerce_f_080,0.5,0.5910911679622493,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5455455839811246
ecommerce,f,ecommerce_f_081,0.5,0.8605119080901934,0.5,0.25000000000000006,0.5,0.25000000000000006,0.6802559540450968
ecommerce,f,ecommerce_f_082,0.5,0.7321570163410355,0.5,0.25000000000000006,0.5,0.25000000000000006,0.6160785081705178
ecommerce,f,ecommerce_f_083,0.5,0.7403194604797632,0.5,0.25000000000000006,0.5,0.25000000000000006,0.6201597302398816
ecommerce,f,ecommerce_f_084,0.5,0.8342704176576538,0.5,0.25000000000000006,0.5,0.25000000000000006,0.6671352088288269
ecommerce,f,ecommerce_f_085,0.5,0.8986321041052646,0.5,0.25000000000000006,0.5,0.25000000000000006,0.6993160520526324
ecommerce,ft,ecommerce_ft_001,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,ft,ecommerce_ft_002,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,ft,ecommerce_ft_003,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,ft,ecommerce_ft_004,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,ft,ecommerce_ft_005,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,ft,ecommerce_ft_006,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,l,ecommerce_l_001,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,l,ecommerce_l_002,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,l,ecommerce_l_003,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,l,ecommerce_l_004,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,lf,ecommerce_lf_005,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,lf,ecommerce_lf_006,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,lf,ecommerce_lf_007,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,lf,ecommerce_lf_008,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,lf,ecommerce_lf_009,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,lf,ecommerce_lf_010,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,lf,ecommerce_lf_011,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,lf,ecommerce_lf_012,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,lf,ecommerce_lf_013,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,lf,ecommerce_lf_014,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,lf,ecommerce_lf_015,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,mn,ecommerce_mn_001,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,mn,ecommerce_mn_002,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,mn,ecommerce_mn_004,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,mn,ecommerce_mn_005,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,mn,ecommerce_mn_006,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,mn,ecommerce_mn_007,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,mn,ecommerce_mn_008,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,mn,ecommerce_mn_009,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_001,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_003,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_004,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_005,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_006,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_007,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_008,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_009,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_010,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_011,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_012,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_013,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_014,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_015,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_016,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_017,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_018,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_019,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_020,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_021,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_022,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_023,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_025,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_026,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_027,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_028,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,o,ecommerce_o_029,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,pe,ecommerce_pe_001,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,pe,ecommerce_pe_003,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,pe,ecommerce_pe_004,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,pe,ecommerce_pe_005,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,pe,ecommerce_pe_006,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,pe,ecommerce_pe_007,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,pe,ecommerce_pe_008,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,pe,ecommerce_pe_009,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,pe,ecommerce_pe_010,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,pe,ecommerce_pe_011,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,pe,ecommerce_pe_013,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,pe,ecommerce_pe_014,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,pe,ecommerce_pe_015,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,po,ecommerce_po_001,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,sc,ecommerce_sc_001,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,sc,ecommerce_sc_002,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,sc,ecommerce_sc_003,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,sc,ecommerce_sc_004,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,sc,ecommerce_sc_005,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,sc,ecommerce_sc_006,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,sc,ecommerce_sc_007,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,sc,ecommerce_sc_008,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,sc,ecommerce_sc_009,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,sc,ecommerce_sc_010,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,se,ecommerce_se_002,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,se,ecommerce_se_003,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,se,ecommerce_se_004,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,se,ecommerce_se_005,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,se,ecommerce_se_006,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,se,ecommerce_se_007,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,se,ecommerce_se_008,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,se,ecommerce_se_009,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,se,ecommerce_se_010,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,se,ecommerce_se_011,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,se,ecommerce_se_012,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,se,ecommerce_se_015,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,se,ecommerce_se_017,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,se,ecommerce_se_018,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_001,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_002,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_003,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_004,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_005,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_006,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_007,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_008,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_009,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_010,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_011,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_012,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_013,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_014,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_015,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_017,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_018,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_019,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_020,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_021,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_022,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_023,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_024,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_025,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_026,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_027,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_028,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
ecommerce,us,ecommerce_us_029,0.5,0.5,0.5,0.25000000000000006,0.5,0.25000000000000006,0.5
